State_code,State,Muni_code,Municipality,Income
1,Aguascalientes,1001,Aguascalientes,3530
1,Aguascalientes,1002,Asientos,1360
1,Aguascalientes,1003,Calvillo,1733
1,Aguascalientes,1004,Cosío,1804
1,Aguascalientes,1005,Jesús María,2404
1,Aguascalientes,1006,Pabellón de Arteaga,2483
1,Aguascalientes,1007,Rincón de Romos,2157
1,Aguascalientes,1008,San José de Gracia,1831
1,Aguascalientes,1009,Tepezalá,1634
1,Aguascalientes,1010,El Llano,1499
1,Aguascalientes,1011,San Francisco de los Romo,2232
2,Baja California,2001,Ensenada,3238
2,Baja California,2002,Mexicali,3611
2,Baja California,2003,Tecate,4384
2,Baja California,2004,Tijuana,3663
2,Baja California,2005,Playas de Rosarito,3665
3,Baja California Sur,3001,Comondú,2722
3,Baja California Sur,3002,Mulegé,2665
3,Baja California Sur,3003,La Paz,4326
3,Baja California Sur,3008,Los Cabos,4622
3,Baja California Sur,3009,Loreto,2727
4,Campeche,4001,Calkiní,2114
4,Campeche,4002,Campeche,3386
4,Campeche,4003,Carmen,3669
4,Campeche,4004,Champotón,1681
4,Campeche,4005,Hecelchakán,2045
4,Campeche,4006,Hopelchén,1243
4,Campeche,4007,Palizada,1669
4,Campeche,4008,Tenabo,1879
4,Campeche,4009,Escárcega,1456
4,Campeche,4010,Calakmul,787
4,Campeche,4011,Candelaria,1081
5,Coahuila,5001,Abasolo,2092
5,Coahuila,5002,Acuña,2927
5,Coahuila,5003,Allende,3795
5,Coahuila,5004,Arteaga,1591
5,Coahuila,5005,Candela,1695
5,Coahuila,5006,Castaños,2565
5,Coahuila,5007,Cuatro Ciénegas,2234
5,Coahuila,5008,Escobedo,1635
5,Coahuila,5009,Francisco I. Madero,2118
5,Coahuila,5010,Frontera,2840
5,Coahuila,5011,General Cepeda,1812
5,Coahuila,5012,Guerrero,1991
5,Coahuila,5013,Hidalgo,1659
5,Coahuila,5014,Jiménez,1698
5,Coahuila,5015,Juárez,1559
5,Coahuila,5016,Lamadrid,2051
5,Coahuila,5017,Matamoros,2277
5,Coahuila,5018,Monclova,3791
5,Coahuila,5019,Morelos,2756
5,Coahuila,5020,Múzquiz,2539
5,Coahuila,5021,Nadadores,2358
5,Coahuila,5022,Nava,2541
5,Coahuila,5023,Ocampo,1743
5,Coahuila,5024,Parras,2449
5,Coahuila,5025,Piedras Negras,3337
5,Coahuila,5026,Progreso,1915
5,Coahuila,5027,Ramos Arizpe,3316
5,Coahuila,5028,Sabinas,3306
5,Coahuila,5029,Sacramento,2249
5,Coahuila,5030,Saltillo,3768
5,Coahuila,5031,San Buenaventura,3233
5,Coahuila,5032,San Juan de Sabinas,3493
5,Coahuila,5033,San Pedro,1895
5,Coahuila,5034,Sierra Mojada,2209
5,Coahuila,5035,Torreón,3595
5,Coahuila,5036,Viesca,1569
5,Coahuila,5037,Villa Unión,2230
5,Coahuila,5038,Zaragoza,2482
6,Colima,6001,Armería,2610
6,Colima,6002,Colima,4237
6,Colima,6003,Comala,1900
6,Colima,6004,Coquimatlán,2096
6,Colima,6005,Cuauhtémoc,3049
6,Colima,6006,Ixtlahuacán,1938
6,Colima,6007,Manzanillo,3704
6,Colima,6008,Minatitlán,2044
6,Colima,6009,Tecomán,2265
6,Colima,6010,Villa de Álvarez,4554
7,Chiapas,7001,Acacoyagua,1035
7,Chiapas,7002,Acala,1206
7,Chiapas,7003,Acapetahua,1127
7,Chiapas,7004,Altamirano,773
7,Chiapas,7005,Amatán,626
7,Chiapas,7006,Amatenango de la Frontera,754
7,Chiapas,7007,Amatenango del Valle,716
7,Chiapas,7008,Angel Albino Corzo,937
7,Chiapas,7009,Arriaga,1722
7,Chiapas,7010,Bejucal de Ocampo,622
7,Chiapas,7011,Bella Vista,723
7,Chiapas,7012,Berriozábal,1445
7,Chiapas,7013,Bochil,1125
7,Chiapas,7014,El Bosque,629
7,Chiapas,7015,Cacahoatán,1507
7,Chiapas,7016,Catazajá,1373
7,Chiapas,7017,Cintalapa,1441
7,Chiapas,7018,Coapilla,877
7,Chiapas,7019,Comitán de Domínguez,1888
7,Chiapas,7020,La Concordia,1040
7,Chiapas,7021,Copainalá,1253
7,Chiapas,7022,Chalchihuitán,446
7,Chiapas,7023,Chamula,553
7,Chiapas,7024,Chanal,672
7,Chiapas,7025,Chapultenango,999
7,Chiapas,7026,Chenalhó,523
7,Chiapas,7027,Chiapa de Corzo,1722
7,Chiapas,7028,Chiapilla,978
7,Chiapas,7029,Chicoasén,1321
7,Chiapas,7030,Chicomuselo,861
7,Chiapas,7031,Chilón,557
7,Chiapas,7032,Escuintla,1195
7,Chiapas,7033,Francisco León,693
7,Chiapas,7034,Frontera Comalapa,1175
7,Chiapas,7035,Frontera Hidalgo,1339
7,Chiapas,7036,La Grandeza,751
7,Chiapas,7037,Huehuetán,1472
7,Chiapas,7038,Huixtán,611
7,Chiapas,7039,Huitiupán,660
7,Chiapas,7040,Huixtla,1734
7,Chiapas,7041,La Independencia,762
7,Chiapas,7042,Ixhuatán,795
7,Chiapas,7043,Ixtacomitán,1224
7,Chiapas,7044,Ixtapa,864
7,Chiapas,7045,Ixtapangajoya,756
7,Chiapas,7046,Jiquipilas,1385
7,Chiapas,7047,Jitotol,754
7,Chiapas,7048,Juárez,1415
7,Chiapas,7049,Larráinzar,474
7,Chiapas,7050,La Libertad,1286
7,Chiapas,7051,Mapastepec,1263
7,Chiapas,7052,Las Margaritas,735
7,Chiapas,7053,Mazapa de Madero,810
7,Chiapas,7054,Mazatán,1339
7,Chiapas,7055,Metapa,1684
7,Chiapas,7056,Mitontic,491
7,Chiapas,7057,Motozintla,1066
7,Chiapas,7058,Nicolás Ruíz,833
7,Chiapas,7059,Ocosingo,830
7,Chiapas,7060,Ocotepec,630
7,Chiapas,7061,Ocozocoautla de Espinosa,1151
7,Chiapas,7062,Ostuacán,1012
7,Chiapas,7063,Osumacinta,976
7,Chiapas,7064,Oxchuc,681
7,Chiapas,7065,Palenque,1184
7,Chiapas,7066,Pantelhó,573
7,Chiapas,7067,Pantepec,576
7,Chiapas,7068,Pichucalco,1773
7,Chiapas,7069,Pijijiapan,1028
7,Chiapas,7070,El Porvenir,763
7,Chiapas,7071,Villa Comaltitlán,1040
7,Chiapas,7072,Pueblo Nuevo Solistahuacán,885
7,Chiapas,7073,Rayón,967
7,Chiapas,7074,Reforma,2309
7,Chiapas,7075,Las Rosas,1013
7,Chiapas,7076,Sabanilla,577
7,Chiapas,7077,Salto de Agua,899
7,Chiapas,7078,San Cristóbal de las Casas,2143
7,Chiapas,7079,San Fernando,1217
7,Chiapas,7080,Siltepec,754
7,Chiapas,7081,Simojovel,695
7,Chiapas,7082,Sitalá,449
7,Chiapas,7083,Socoltenango,952
7,Chiapas,7084,Solosuchiapa,800
7,Chiapas,7085,Soyaló,1092
7,Chiapas,7086,Suchiapa,1360
7,Chiapas,7087,Suchiate,1213
7,Chiapas,7088,Sunuapa,949
7,Chiapas,7089,Tapachula,2075
7,Chiapas,7090,Tapalapa,713
7,Chiapas,7091,Tapilula,1205
7,Chiapas,7092,Tecpatán,1003
7,Chiapas,7093,Tenejapa,487
7,Chiapas,7094,Teopisca,898
7,Chiapas,7096,Tila,683
7,Chiapas,7097,Tonalá,1460
7,Chiapas,7098,Totolapa,746
7,Chiapas,7099,La Trinitaria,942
7,Chiapas,7100,Tumbalá,605
7,Chiapas,7101,Tuxtla Gutiérrez,3758
7,Chiapas,7102,Tuxtla Chico,1850
7,Chiapas,7103,Tuzantán,994
7,Chiapas,7104,Tzimol,948
7,Chiapas,7105,Unión Juárez,1339
7,Chiapas,7106,Venustiano Carranza,1033
7,Chiapas,7107,Villa Corzo,1148
7,Chiapas,7108,Villaflores,1394
7,Chiapas,7109,Yajalón,1050
7,Chiapas,7110,San Lucas,822
7,Chiapas,7111,Zinacantán,674
7,Chiapas,7112,San Juan Cancuc,491
7,Chiapas,7113,Aldama,426
7,Chiapas,7114,Benemérito de las Américas,942
7,Chiapas,7115,Maravilla Tenejapa,473
7,Chiapas,7116,Marqués de Comillas,637
7,Chiapas,7117,Montecristo de Guerrero,683
7,Chiapas,7118,San Andrés Duraznal,675
7,Chiapas,7119,Santiago el Pinar,469
8,Chihuahua,8001,Ahumada,2499
8,Chihuahua,8002,Aldama,2464
8,Chihuahua,8003,Allende,2113
8,Chihuahua,8004,Aquiles Serdán,3391
8,Chihuahua,8005,Ascensión,1745
8,Chihuahua,8006,Bachíniva,2385
8,Chihuahua,8007,Balleza,804
8,Chihuahua,8008,Batopilas,658
8,Chihuahua,8009,Bocoyna,1771
8,Chihuahua,8010,Buenaventura,2053
8,Chihuahua,8011,Camargo,2972
8,Chihuahua,8012,Carichí,810
8,Chihuahua,8013,Casas Grandes,2118
8,Chihuahua,8014,Coronado,1647
8,Chihuahua,8015,Coyame del Sotol,1785
8,Chihuahua,8016,La Cruz,1780
8,Chihuahua,8017,Cuauhtémoc,2617
8,Chihuahua,8018,Cusihuiriachi,2055
8,Chihuahua,8019,Chihuahua,4015
8,Chihuahua,8020,Chínipas,833
8,Chihuahua,8021,Delicias,4284
8,Chihuahua,8022,Dr. Belisario Domínguez,1803
8,Chihuahua,8023,Galeana,2309
8,Chihuahua,8024,Santa Isabel,1939
8,Chihuahua,8025,Gómez Farías,2197
8,Chihuahua,8026,Gran Morelos,1918
8,Chihuahua,8027,Guachochi,1149
8,Chihuahua,8028,Guadalupe,1810
8,Chihuahua,8029,Guadalupe y Calvo,766
8,Chihuahua,8030,Guazapares,900
8,Chihuahua,8031,Guerrero,2204
8,Chihuahua,8032,Hidalgo del Parral,3815
8,Chihuahua,8033,Huejotitán,1454
8,Chihuahua,8034,Ignacio Zaragoza,1744
8,Chihuahua,8035,Janos,1503
8,Chihuahua,8036,Jiménez,2819
8,Chihuahua,8037,Juárez,3331
8,Chihuahua,8038,Julimes,2126
8,Chihuahua,8039,López,1962
8,Chihuahua,8040,Madera,1951
8,Chihuahua,8041,Maguarichi,721
8,Chihuahua,8042,Manuel Benavides,1429
8,Chihuahua,8043,Matachí,1896
8,Chihuahua,8044,Matamoros,1922
8,Chihuahua,8045,Meoqui,3074
8,Chihuahua,8046,Morelos,697
8,Chihuahua,8047,Moris,1076
8,Chihuahua,8048,Namiquipa,2525
8,Chihuahua,8049,Nonoava,1255
8,Chihuahua,8050,Nuevo Casas Grandes,2931
8,Chihuahua,8051,Ocampo,1042
8,Chihuahua,8052,Ojinaga,2637
8,Chihuahua,8053,Praxedis G. Guerrero,1998
8,Chihuahua,8054,Riva Palacio,2603
8,Chihuahua,8055,Rosales,2276
8,Chihuahua,8056,Rosario,1377
8,Chihuahua,8057,San Francisco de Borja,1604
8,Chihuahua,8058,San Francisco de Conchos,1788
8,Chihuahua,8059,San Francisco del Oro,3211
8,Chihuahua,8060,Santa Bárbara,2626
8,Chihuahua,8061,Satevó,1712
8,Chihuahua,8062,Saucillo,2379
8,Chihuahua,8063,Temósachic,1512
8,Chihuahua,8064,El Tule,1572
8,Chihuahua,8065,Urique,850
8,Chihuahua,8066,Uruachi,722
8,Chihuahua,8067,Valle de Zaragoza,1706
9,Distrito Federal,9002,Azcapotzalco,4588
9,Distrito Federal,9003,Coyoacán,5674
9,Distrito Federal,9004,Cuajimalpa de Morelos,6449
9,Distrito Federal,9005,Gustavo A. Madero,3573
9,Distrito Federal,9006,Iztacalco,4164
9,Distrito Federal,9007,Iztapalapa,3189
9,Distrito Federal,9008,La Magdalena Contreras,4051
9,Distrito Federal,9009,Milpa Alta,2359
9,Distrito Federal,9010,Álvaro Obregón,3990
9,Distrito Federal,9011,Tláhuac,3021
9,Distrito Federal,9012,Tlalpan,4871
9,Distrito Federal,9013,Xochimilco,4294
9,Distrito Federal,9014,Benito Juárez,8902
9,Distrito Federal,9015,Cuauhtémoc,5042
9,Distrito Federal,9016,Miguel Hidalgo,6950
9,Distrito Federal,9017,Venustiano Carranza,4065
10,Durango,10001,Canatlán,1853
10,Durango,10002,Canelas,912
10,Durango,10003,Coneto de Comonfort,1258
10,Durango,10004,Cuencamé,1972
10,Durango,10005,Durango,3142
10,Durango,10006,General Simón Bolívar,1186
10,Durango,10007,Gómez Palacio,2795
10,Durango,10008,Guadalupe Victoria,1594
10,Durango,10009,Guanaceví,1454
10,Durango,10010,Hidalgo,1485
10,Durango,10011,Indé,1472
10,Durango,10012,Lerdo,2563
10,Durango,10013,Mapimí,2505
10,Durango,10014,Mezquital,654
10,Durango,10015,Nazas,2023
10,Durango,10016,Nombre de Dios,1572
10,Durango,10017,Ocampo,1663
10,Durango,10018,El Oro,1941
10,Durango,10019,Otáez,772
10,Durango,10020,Pánuco de Coronado,1485
10,Durango,10021,Peñón Blanco,1567
10,Durango,10022,Poanas,1540
10,Durango,10023,Pueblo Nuevo,1334
10,Durango,10024,Rodeo,1816
10,Durango,10025,San Bernardo,1379
10,Durango,10026,San Dimas,1023
10,Durango,10027,San Juan de Guadalupe,1126
10,Durango,10028,San Juan del Río,1530
10,Durango,10029,San Luis del Cordero,1411
10,Durango,10030,San Pedro del Gallo,1273
10,Durango,10031,Santa Clara,1284
10,Durango,10032,Santiago Papasquiaro,1782
10,Durango,10033,Súchil,1453
10,Durango,10034,Tamazula,985
10,Durango,10035,Tepehuanes,1504
10,Durango,10036,Tlahualilo,2062
10,Durango,10037,Topia,1048
10,Durango,10038,Vicente Guerrero,1904
10,Durango,10039,Nuevo Ideal,1649
11,Guanajuato,11001,Abasolo,1456
11,Guanajuato,11002,Acámbaro,1945
11,Guanajuato,11003,San Miguel de Allende,1797
11,Guanajuato,11004,Apaseo el Alto,1854
11,Guanajuato,11005,Apaseo el Grande,1777
11,Guanajuato,11006,Atarjea,966
11,Guanajuato,11007,Celaya,3451
11,Guanajuato,11008,Manuel Doblado,1491
11,Guanajuato,11009,Comonfort,1614
11,Guanajuato,11010,Coroneo,1545
11,Guanajuato,11011,Cortazar,2114
11,Guanajuato,11012,Cuerámaro,1735
11,Guanajuato,11013,Doctor Mora,1343
11,Guanajuato,11014,Dolores Hidalgo Cuna de la Independencia Nacional,1491
11,Guanajuato,11015,Guanajuato,3353
11,Guanajuato,11016,Huanímaro,1343
11,Guanajuato,11017,Irapuato,2861
11,Guanajuato,11018,Jaral del Progreso,1887
11,Guanajuato,11019,Jerécuaro,1383
11,Guanajuato,11020,León,3351
11,Guanajuato,11021,Moroleón,2298
11,Guanajuato,11022,Ocampo,1176
11,Guanajuato,11023,Pénjamo,1467
11,Guanajuato,11024,Pueblo Nuevo,1609
11,Guanajuato,11025,Purísima del Rincón,1835
11,Guanajuato,11026,Romita,1410
11,Guanajuato,11027,Salamanca,2861
11,Guanajuato,11028,Salvatierra,1750
11,Guanajuato,11029,San Diego de la Unión,1277
11,Guanajuato,11030,San Felipe,1365
11,Guanajuato,11031,San Francisco del Rincón,2062
11,Guanajuato,11032,San José Iturbide,2049
11,Guanajuato,11033,San Luis de la Paz,1682
11,Guanajuato,11034,Santa Catarina,1031
11,Guanajuato,11035,Santa Cruz de Juventino Rosas,1582
11,Guanajuato,11036,Santiago Maravatío,1760
11,Guanajuato,11037,Silao,1869
11,Guanajuato,11038,Tarandacuao,1692
11,Guanajuato,11039,Tarimoro,1597
11,Guanajuato,11040,Tierra Blanca,1229
11,Guanajuato,11041,Uriangato,1965
11,Guanajuato,11042,Valle de Santiago,1591
11,Guanajuato,11043,Victoria,1131
11,Guanajuato,11044,Villagrán,2110
11,Guanajuato,11045,Xichú,931
11,Guanajuato,11046,Yuriria,1796
12,Guerrero,12001,Acapulco de Juárez,2380
12,Guerrero,12002,Ahuacuotzingo,664
12,Guerrero,12003,Ajuchitlán del Progreso,1033
12,Guerrero,12004,Alcozauca de Guerrero,647
12,Guerrero,12005,Alpoyeca,1081
12,Guerrero,12006,Apaxtla,1352
12,Guerrero,12007,Arcelia,1775
12,Guerrero,12008,Atenango del Río,1012
12,Guerrero,12009,Atlamajalcingo del Monte,727
12,Guerrero,12010,Atlixtac,610
12,Guerrero,12011,Atoyac de Álvarez,1472
12,Guerrero,12012,Ayutla de los Libres,875
12,Guerrero,12013,Azoyú,1146
12,Guerrero,12014,Benito Juárez,1605
12,Guerrero,12015,Buenavista de Cuéllar,1641
12,Guerrero,12016,Coahuayutla de José María Izazaga,702
12,Guerrero,12017,Cocula,1401
12,Guerrero,12018,Copala,1208
12,Guerrero,12019,Copalillo,800
12,Guerrero,12020,Copanatoyac,718
12,Guerrero,12021,Coyuca de Benítez,1226
12,Guerrero,12022,Coyuca de Catalán,1168
12,Guerrero,12023,Cuajinicuilapa,1198
12,Guerrero,12024,Cualác,788
12,Guerrero,12025,Cuautepec,912
12,Guerrero,12026,Cuetzala del Progreso,1000
12,Guerrero,12027,Cutzamala de Pinzón,1356
12,Guerrero,12028,Chilapa de Álvarez,1029
12,Guerrero,12029,Chilpancingo de los Bravo,2473
12,Guerrero,12030,Florencio Villarreal,1355
12,Guerrero,12031,General Canuto A. Neri,796
12,Guerrero,12032,General Heliodoro Castillo,800
12,Guerrero,12033,Huamuxtitlán,1416
12,Guerrero,12034,Huitzuco de los Figueroa,1509
12,Guerrero,12035,Iguala de la Independencia,2646
12,Guerrero,12036,Igualapa,1010
12,Guerrero,12037,Ixcateopan de Cuauhtémoc,1163
12,Guerrero,12038,Zihuatanejo de Azueta,2065
12,Guerrero,12039,Juan R. Escudero,1245
12,Guerrero,12040,Leonardo Bravo,885
12,Guerrero,12041,Malinaltepec,845
12,Guerrero,12042,Mártir de Cuilapan,846
12,Guerrero,12043,Metlatónoc,555
12,Guerrero,12044,Mochitlán,1325
12,Guerrero,12045,Olinalá,1060
12,Guerrero,12046,Ometepec,1428
12,Guerrero,12047,Pedro Ascencio Alquisiras,887
12,Guerrero,12048,Petatlán,1606
12,Guerrero,12049,Pilcaya,1378
12,Guerrero,12050,Pungarabato,1968
12,Guerrero,12051,Quechultenango,879
12,Guerrero,12052,San Luis Acatlán,949
12,Guerrero,12053,San Marcos,1206
12,Guerrero,12054,San Miguel Totolapan,898
12,Guerrero,12055,Taxco de Alarcón,1859
12,Guerrero,12056,Tecoanapa,959
12,Guerrero,12057,Técpan de Galeana,1500
12,Guerrero,12058,Teloloapan,1411
12,Guerrero,12059,Tepecoacuilco de Trujano,1482
12,Guerrero,12060,Tetipac,1070
12,Guerrero,12061,Tixtla de Guerrero,1580
12,Guerrero,12062,Tlacoachistlahuaca,708
12,Guerrero,12063,Tlacoapa,821
12,Guerrero,12064,Tlalchapa,1529
12,Guerrero,12065,Tlalixtaquilla de Maldonado,574
12,Guerrero,12066,Tlapa de Comonfort,1328
12,Guerrero,12067,Tlapehuala,1675
12,Guerrero,12068,La Unión de Isidoro Montes de Oca,1017
12,Guerrero,12069,Xalpatláhuac,834
12,Guerrero,12070,Xochihuehuetlán,1016
12,Guerrero,12071,Xochistlahuaca,722
12,Guerrero,12072,Zapotitlán Tablas,679
12,Guerrero,12073,Zirándaro,816
12,Guerrero,12074,Zitlala,791
12,Guerrero,12075,Eduardo Neri,1597
12,Guerrero,12076,Acatepec,601
12,Guerrero,12077,Marquelia,1357
12,Guerrero,12078,Cochoapa el Grande,478
12,Guerrero,12079,José Joaquin de Herrera,544
12,Guerrero,12080,Juchitán,1160
12,Guerrero,12081,Iliatenco,901
13,Hidalgo,13001,Acatlán,1198
13,Hidalgo,13002,Acaxochitlán,983
13,Hidalgo,13003,Actopan,2137
13,Hidalgo,13004,Agua Blanca de Iturbide,1033
13,Hidalgo,13005,Ajacuba,1748
13,Hidalgo,13006,Alfajayucan,1292
13,Hidalgo,13007,Almoloya,1497
13,Hidalgo,13008,Apan,1776
13,Hidalgo,13009,El Arenal,1330
13,Hidalgo,13010,Atitalaquia,2776
13,Hidalgo,13011,Atlapexco,1233
13,Hidalgo,13012,Atotonilco el Grande,1601
13,Hidalgo,13013,Atotonilco de Tula,2596
13,Hidalgo,13014,Calnali,949
13,Hidalgo,13015,Cardonal,1645
13,Hidalgo,13016,Cuautepec de Hinojosa,1447
13,Hidalgo,13017,Chapantongo,1242
13,Hidalgo,13018,Chapulhuacán,1113
13,Hidalgo,13019,Chilcuautla,1174
13,Hidalgo,13020,Eloxochitlán,1143
13,Hidalgo,13021,Emiliano Zapata,2132
13,Hidalgo,13022,Epazoyucan,1999
13,Hidalgo,13023,Francisco I. Madero,2039
13,Hidalgo,13024,Huasca de Ocampo,1667
13,Hidalgo,13025,Huautla,1142
13,Hidalgo,13026,Huazalingo,820
13,Hidalgo,13027,Huehuetla,839
13,Hidalgo,13028,Huejutla de Reyes,1656
13,Hidalgo,13029,Huichapan,1656
13,Hidalgo,13030,Ixmiquilpan,1828
13,Hidalgo,13031,Jacala de Ledezma,1599
13,Hidalgo,13032,Jaltocán,1142
13,Hidalgo,13033,Juárez Hidalgo,1087
13,Hidalgo,13034,Lolotla,1023
13,Hidalgo,13035,Metepec,1436
13,Hidalgo,13036,San Agustín Metzquititlán,1646
13,Hidalgo,13037,Metztitlán,1112
13,Hidalgo,13038,Mineral del Chico,1497
13,Hidalgo,13039,Mineral del Monte,2271
13,Hidalgo,13040,La Misión,789
13,Hidalgo,13041,Mixquiahuala de Juárez,1974
13,Hidalgo,13042,Molango de Escamilla,1684
13,Hidalgo,13043,Nicolás Flores,964
13,Hidalgo,13044,Nopala de Villagrán,1299
13,Hidalgo,13045,Omitlán de Juárez,1405
13,Hidalgo,13046,San Felipe Orizatlán,1060
13,Hidalgo,13047,Pacula,1062
13,Hidalgo,13048,Pachuca de Soto,4247
13,Hidalgo,13049,Pisaflores,1002
13,Hidalgo,13050,Progreso de Obregón,2325
13,Hidalgo,13051,Mineral de la Reforma,4323
13,Hidalgo,13052,San Agustín Tlaxiaca,1872
13,Hidalgo,13053,San Bartolo Tutotepec,1184
13,Hidalgo,13054,San Salvador,1785
13,Hidalgo,13055,Santiago de Anaya,1088
13,Hidalgo,13056,Santiago Tulantepec de Lugo Guerrero,2747
13,Hidalgo,13057,Singuilucan,1326
13,Hidalgo,13058,Tasquillo,1683
13,Hidalgo,13059,Tecozautla,1231
13,Hidalgo,13060,Tenango de Doria,935
13,Hidalgo,13061,Tepeapulco,2958
13,Hidalgo,13062,Tepehuacán de Guerrero,669
13,Hidalgo,13063,Tepeji del Río de Ocampo,2650
13,Hidalgo,13064,Tepetitlán,1549
